"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2006","France","Number","Females","Total","Malignant neoplasm of colon","5 917",""
"2006","France","Number","Females","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","1 892",""
"2006","France","Number","Females","Total","Malignant neoplasm of liver and intrahepatic bile ducts","1 972",""
"2006","France","Number","Females","Total","Malignant neoplasm of pancreas","4 049",""
"2006","France","Number","Females","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","6 534",""
"2006","France","Number","Females","Total","Malignant melanoma of skin","741",""
"2006","France","Number","Females","Total","Malignant neoplasm of breast","11 584",""
"2006","France","Number","Females","Total","Malignant neoplasm of cervix uteri","744",""
"2006","France","Number","Females","Total","Malignant neoplasm of other parts of uterus","2 389",""
"2006","France","Number","Females","Total","Malignant neoplasm of ovary","3 363",""
"2006","France","Number","Females","Total","Malignant neoplasm of prostate",":",""
"2006","France","Number","Females","Total","Malignant neoplasm of kidney, except renal pelvis","1 110",""
"2006","France","Number","Females","Total","Malignant neoplasm of bladder","1 156",""
"2006","France","Number","Females","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","5 879",""
"2006","France","Number","Females","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 272",""
"2006","France","Number","Females","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","11 117",""
"2006","France","Number","Females","Total","Diabetes mellitus","6 086",""
"2006","France","Number","Females","Total","Mental and behavioural disorders (F00-F99)","9 632",""
"2006","France","Number","Females","Total","Mental and behavioural disorders due to use of alcohol","619",""
"2006","France","Number","Females","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","25",""
"2006","France","Number","Females","Total","Diseases of the nervous system and the sense organs (G00-H95)","16 212",""
"2006","France","Number","Females","Total","Meningitis","76",""
"2006","France","Number","Females","Total","Diseases of the circulatory system (I00-I99)","78 832",""
"2006","France","Number","Females","Total","Ischaemic heart diseases","17 030",""
"2006","France","Number","Females","Total","Other heart diseases (I30-I33, I39-I52)","25 073",""
"2006","France","Number","Females","Total","Cerebrovascular diseases","19 390",""
"2006","France","Number","Females","Total","Diseases of the respiratory system (J00-J99)","14 546",""
"2006","France","Number","Females","Total","Influenza","77",""
"2006","France","Number","Females","Total","Pneumonia","5 190",""
"2006","France","Number","Females","Total","Chronic lower respiratory diseases","3 305",""
"2006","France","Number","Females","Total","Asthma and status asthmaticus","657",""
"2006","France","Number","Females","Total","Diseases of the digestive system (K00-K93)","10 820",""
"2006","France","Number","Females","Total","Ulcer of stomach, duodenum and jejunum","393",""
"2006","France","Number","Females","Total","Chronic liver disease","2 308",""
"2006","France","Number","Females","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","1 284",""
"2006","France","Number","Females","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","2 305",""
"2006","France","Number","Females","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","449",""
"2006","France","Number","Females","Total","Diseases of the genitourinary system  (N00-N99)","4 331",""
"2006","France","Number","Females","Total","Diseases of kidney and ureter","3 391",""
"2006","France","Number","Females","Total","Pregnancy, childbirth and the puerperium (O00-O99)","68",""
"2006","France","Number","Females","Total","Certain conditions originating in the perinatal period (P00-P96)","638",""
"2006","France","Number","Females","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","724",""
"2006","France","Number","Females","Total","Congenital malformations of the nervous system","64",""
"2006","France","Number","Females","Total","Congenital malformations of the circulatory system","292",""
"2006","France","Number","Females","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","18 966",""
"2006","France","Number","Females","Total","Sudden infant death syndrome","113",""
"2006","France","Number","Females","Total","Ill-defined and unknown causes of mortality","5 473",""
"2006","France","Number","Females","Total","External causes of morbidity and mortality (V01-Y89)","14 801",""
"2006","France","Number","Females","Total","Accidents","10 861",""
"2006","France","Number","Females","Total","Transport accidents (V01-V99)","1 197",""
"2006","France","Number","Females","Total","Falls","2 709",""
"2006","France","Number","Females","Total","Accidental poisoning by and exposure to noxious substances","510",""
"2006","France","Number","Females","Total","Intentional self-harm","2 861",""
"2006","France","Number","Females","Total","Assault","159",""
"2006","France","Number","Females","Total","Event of undetermined intent","76",""
"2007","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","273 401",""
"2007","France","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","5 266",""
"2007","France","Number","Males","Total","Tuberculosis","364",""
"2007","France","Number","Males","Total","Meningococcal infection","17",""
"2007","France","Number","Males","Total","Viral hepatitis","408",""
"2007","France","Number","Males","Total","Human immunodeficiency virus [HIV] disease","597",""
"2007","France","Number","Males","Total","Neoplasms","93 773",""
"2007","France","Number","Males","Total","Malignant neoplasms (C00-C97)","90 397",""
"2007","France","Number","Males","Total","Malignant neoplasm of lip, oral cavity, pharynx","3 317",""
"2007","France","Number","Males","Total","Malignant neoplasm of oesophagus","3 196",""
"2007","France","Number","Males","Total","Malignant neoplasm of stomach","3 123",""
"2007","France","Number","Males","Total","Malignant neoplasm of colon","6 416",""
"2007","France","Number","Males","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","2 357",""
"2007","France","Number","Males","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5 529",""
"2007","France","Number","Males","Total","Malignant neoplasm of pancreas","4 493",""
"2007","France","Number","Males","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","23 584",""
"2007","France","Number","Males","Total","Malignant melanoma of skin","879",""
"2007","France","Number","Males","Total","Malignant neoplasm of breast","225",""
"2007","France","Number","Males","Total","Malignant neoplasm of cervix uteri",":",""
"2007","France","Number","Males","Total","Malignant neoplasm of other parts of uterus",":",""
"2007","France","Number","Males","Total","Malignant neoplasm of ovary",":",""
"2007","France","Number","Males","Total","Malignant neoplasm of prostate","9 297",""
"2007","France","Number","Males","Total","Malignant neoplasm of kidney, except renal pelvis","2 015",""
"2007","France","Number","Males","Total","Malignant neoplasm of bladder","3 674",""
"2007","France","Number","Males","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","6 958",""
"2007","France","Number","Males","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 025",""
"2007","France","Number","Males","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","8 392",""
"2007","France","Number","Males","Total","Diabetes mellitus","5 367",""
"2007","France","Number","Males","Total","Mental and behavioural disorders (F00-F99)","7 420",""
"2007","France","Number","Males","Total","Mental and behavioural disorders due to use of alcohol","2 438",""
"2007","France","Number","Males","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","172",""
"2007","France","Number","Males","Total","Diseases of the nervous system and the sense organs (G00-H95)","11 612",""
"2007","France","Number","Males","Total","Meningitis","79",""
"2007","France","Number","Males","Total","Diseases of the circulatory system (I00-I99)","69 630",""
"2007","France","Number","Males","Total","Ischaemic heart diseases","22 027",""
"2007","France","Number","Males","Total","Other heart diseases (I30-I33, I39-I52)","19 416",""
"2007","France","Number","Males","Total","Cerebrovascular diseases","14 085",""
"2007","France","Number","Males","Total","Diseases of the respiratory system (J00-J99)","17 257",""
"2007","France","Number","Males","Total","Influenza","96",""
"2007","France","Number","Males","Total","Pneumonia","5 118",""
"2007","France","Number","Males","Total","Chronic lower respiratory diseases","5 649",""
"2007","France","Number","Males","Total","Asthma and status asthmaticus","368",""
"2007","France","Number","Males","Total","Diseases of the digestive system (K00-K93)","12 641",""
"2007","France","Number","Males","Total","Ulcer of stomach, duodenum and jejunum","398",""
"2007","France","Number","Males","Total","Chronic liver disease","5 453",""
"2007","France","Number","Males","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","504",""
"2007","France","Number","Males","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","1 138",""
"2007","France","Number","Males","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","138",""
"2007","France","Number","Males","Total","Diseases of the genitourinary system  (N00-N99)","4 180",""
"2007","France","Number","Males","Total","Diseases of kidney and ureter","3 239",""
"2007","France","Number","Males","Total","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"2007","France","Number","Males","Total","Certain conditions originating in the perinatal period (P00-P96)","859",""
"2007","France","Number","Males","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","899",""
"2007","France","Number","Males","Total","Congenital malformations of the nervous system","69",""
"2007","France","Number","Males","Total","Congenital malformations of the circulatory system","354",""
"2007","France","Number","Males","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","16 045",""
"2007","France","Number","Males","Total","Sudden infant death syndrome","133",""
"2007","France","Number","Males","Total","Ill-defined and unknown causes of mortality","7 022",""
"2007","France","Number","Males","Total","External causes of morbidity and mortality (V01-Y89)","22 760",""
"2007","France","Number","Males","Total","Accidents","13 585",""
"2007","France","Number","Males","Total","Transport accidents (V01-V99)","3 697",""
"2007","France","Number","Males","Total","Falls","2 657",""
"2007","France","Number","Males","Total","Accidental poisoning by and exposure to noxious substances","709",""
"2007","France","Number","Males","Total","Intentional self-harm","7 559",""
"2007","France","Number","Males","Total","Assault","268",""
"2007","France","Number","Males","Total","Event of undetermined intent","425",""
"2007","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","257 419",""
"2007","France","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","4 938",""
"2007","France","Number","Females","Total","Tuberculosis","318",""
"2007","France","Number","Females","Total","Meningococcal infection","17",""
"2007","France","Number","Females","Total","Viral hepatitis","317",""
"2007","France","Number","Females","Total","Human immunodeficiency virus [HIV] disease","197",""
"2007","France","Number","Females","Total","Neoplasms","64 724",""
"2007","France","Number","Females","Total","Malignant neoplasms (C00-C97)","61 499",""
"2007","France","Number","Females","Total","Malignant neoplasm of lip, oral cavity, pharynx","733",""
"2007","France","Number","Females","Total","Malignant neoplasm of oesophagus","780",""
"2007","France","Number","Females","Total","Malignant neoplasm of stomach","1 734",""
"2007","France","Number","Females","Total","Malignant neoplasm of colon","5 937",""
"2007","France","Number","Females","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","1 842",""
"2007","France","Number","Females","Total","Malignant neoplasm of liver and intrahepatic bile ducts","1 937",""
"2007","France","Number","Females","Total","Malignant neoplasm of pancreas","4 246",""
"2007","France","Number","Females","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","6 729",""
"2007","France","Number","Females","Total","Malignant melanoma of skin","675",""
"2007","France","Number","Females","Total","Malignant neoplasm of breast","11 522",""
"2007","France","Number","Females","Total","Malignant neoplasm of cervix uteri","714",""
"2007","France","Number","Females","Total","Malignant neoplasm of other parts of uterus","2 481",""
"2007","France","Number","Females","Total","Malignant neoplasm of ovary","3 393",""
"2007","France","Number","Females","Total","Malignant neoplasm of prostate",":",""
"2007","France","Number","Females","Total","Malignant neoplasm of kidney, except renal pelvis","1 021",""
"2007","France","Number","Females","Total","Malignant neoplasm of bladder","1 183",""
"2007","France","Number","Females","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","5 887",""
"2007","France","Number","Females","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 163",""
"2007","France","Number","Females","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","11 019",""
"2007","France","Number","Females","Total","Diabetes mellitus","6 134",""
"2007","France","Number","Females","Total","Mental and behavioural disorders (F00-F99)","9 692",""
"2007","France","Number","Females","Total","Mental and behavioural disorders due to use of alcohol","601",""
"2007","France","Number","Females","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","27",""
"2007","France","Number","Females","Total","Diseases of the nervous system and the sense organs (G00-H95)","17 305",""
"2007","France","Number","Females","Total","Meningitis","89",""
"2007","France","Number","Females","Total","Diseases of the circulatory system (I00-I99)","78 472",""
"2007","France","Number","Females","Total","Ischaemic heart diseases","16 663",""
"2007","France","Number","Females","Total","Other heart diseases (I30-I33, I39-I52)","25 355",""
"2007","France","Number","Females","Total","Cerebrovascular diseases","18 724",""
"2007","France","Number","Females","Total","Diseases of the respiratory system (J00-J99)","15 348",""
"2007","France","Number","Females","Total","Influenza","153",""
"2007","France","Number","Females","Total","Pneumonia","5 401",""
"2007","France","Number","Females","Total","Chronic lower respiratory diseases","3 539",""
"2007","France","Number","Females","Total","Asthma and status asthmaticus","694",""
"2007","France","Number","Females","Total","Diseases of the digestive system (K00-K93)","10 833",""
"2007","France","Number","Females","Total","Ulcer of stomach, duodenum and jejunum","413",""
"2007","France","Number","Females","Total","Chronic liver disease","2 321",""
"2007","France","Number","Females","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","1 200",""
"2007","France","Number","Females","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","2 317",""
"2007","France","Number","Females","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","494",""
"2007","France","Number","Females","Total","Diseases of the genitourinary system  (N00-N99)","4 528",""
"2007","France","Number","Females","Total","Diseases of kidney and ureter","3 551",""
"2007","France","Number","Females","Total","Pregnancy, childbirth and the puerperium (O00-O99)","70",""
"2007","France","Number","Females","Total","Certain conditions originating in the perinatal period (P00-P96)","642",""
"2007","France","Number","Females","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","711",""
"2007","France","Number","Females","Total","Congenital malformations of the nervous system","52",""
"2007","France","Number","Females","Total","Congenital malformations of the circulatory system","254",""
"2007","France","Number","Females","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","19 640",""
"2007","France","Number","Females","Total","Sudden infant death syndrome","85",""
"2007","France","Number","Females","Total","Ill-defined and unknown causes of mortality","5 703",""
"2007","France","Number","Females","Total","External causes of morbidity and mortality (V01-Y89)","14 817",""
"2007","France","Number","Females","Total","Accidents","10 951",""
"2007","France","Number","Females","Total","Transport accidents (V01-V99)","1 162",""
"2007","France","Number","Females","Total","Falls","2 832",""
"2007","France","Number","Females","Total","Accidental poisoning by and exposure to noxious substances","517",""
"2007","France","Number","Females","Total","Intentional self-harm","2 744",""
"2007","France","Number","Females","Total","Assault","166",""
"2007","France","Number","Females","Total","Event of undetermined intent","82",""
"2008","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","277 598",""
"2008","France","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","5 434",""
"2008","France","Number","Males","Total","Tuberculosis","343",""
"2008","France","Number","Males","Total","Meningococcal infection","18",""
"2008","France","Number","Males","Total","Viral hepatitis","462",""
"2008","France","Number","Males","Total","Human immunodeficiency virus [HIV] disease","518",""
"2008","France","Number","Males","Total","Neoplasms","93 872",""
"2008","France","Number","Males","Total","Malignant neoplasms (C00-C97)","90 481",""
"2008","France","Number","Males","Total","Malignant neoplasm of lip, oral cavity, pharynx","3 217",""
"2008","France","Number","Males","Total","Malignant neoplasm of oesophagus","3 175",""
"2008","France","Number","Males","Total","Malignant neoplasm of stomach","3 020",""
"2008","France","Number","Males","Total","Malignant neoplasm of colon","6 505",""
"2008","France","Number","Males","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","2 533",""
"2008","France","Number","Males","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5 544",""
"2008","France","Number","Males","Total","Malignant neoplasm of pancreas","4 767",""
"2008","France","Number","Males","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","23 491",""
"2008","France","Number","Males","Total","Malignant melanoma of skin","916",""
"2008","France","Number","Males","Total","Malignant neoplasm of breast","195",""
"2008","France","Number","Males","Total","Malignant neoplasm of cervix uteri",":",""
"2008","France","Number","Males","Total","Malignant neoplasm of other parts of uterus",":",""
"2008","France","Number","Males","Total","Malignant neoplasm of ovary",":",""
"2008","France","Number","Males","Total","Malignant neoplasm of prostate","9 195",""
"2008","France","Number","Males","Total","Malignant neoplasm of kidney, except renal pelvis","2 059",""
"2008","France","Number","Males","Total","Malignant neoplasm of bladder","3 527",""
"2008","France","Number","Males","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","7 043",""
"2008","France","Number","Males","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 004",""
"2008","France","Number","Males","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","8 892",""
"2008","France","Number","Males","Total","Diabetes mellitus","5 615",""
"2008","France","Number","Males","Total","Mental and behavioural disorders (F00-F99)","7 718",""
"2008","France","Number","Males","Total","Mental and behavioural disorders due to use of alcohol","2 510",""
"2008","France","Number","Males","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","171",""
"2008","France","Number","Males","Total","Diseases of the nervous system and the sense organs (G00-H95)","12 373",""
"2008","France","Number","Males","Total","Meningitis","79",""
"2008","France","Number","Males","Total","Diseases of the circulatory system (I00-I99)","69 721",""
"2008","France","Number","Males","Total","Ischaemic heart diseases","21 842",""
"2008","France","Number","Males","Total","Other heart diseases (I30-I33, I39-I52)","19 698",""
"2008","France","Number","Males","Total","Cerebrovascular diseases","13 951",""
"2008","France","Number","Males","Total","Diseases of the respiratory system (J00-J99)","17 516",""
"2008","France","Number","Males","Total","Influenza","82",""
"2008","France","Number","Males","Total","Pneumonia","5 107",""
"2008","France","Number","Males","Total","Chronic lower respiratory diseases","5 808",""
"2008","France","Number","Males","Total","Asthma and status asthmaticus","336",""
"2008","France","Number","Males","Total","Diseases of the digestive system (K00-K93)","12 981",""
"2008","France","Number","Males","Total","Ulcer of stomach, duodenum and jejunum","440",""
"2008","France","Number","Males","Total","Chronic liver disease","5 440",""
"2008","France","Number","Males","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","532",""
"2008","France","Number","Males","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","1 344",""
"2008","France","Number","Males","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","136",""
"2008","France","Number","Males","Total","Diseases of the genitourinary system  (N00-N99)","4 540",""
"2008","France","Number","Males","Total","Diseases of kidney and ureter","3 559",""
"2008","France","Number","Males","Total","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"2008","France","Number","Males","Total","Certain conditions originating in the perinatal period (P00-P96)","876",""
"2008","France","Number","Males","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","762",""
"2008","France","Number","Males","Total","Congenital malformations of the nervous system","68",""
"2008","France","Number","Males","Total","Congenital malformations of the circulatory system","279",""
"2008","France","Number","Males","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","16 895",""
"2008","France","Number","Males","Total","Sudden infant death syndrome","152",""
"2008","France","Number","Males","Total","Ill-defined and unknown causes of mortality","7 323",""
"2008","France","Number","Males","Total","External causes of morbidity and mortality (V01-Y89)","23 138",""
"2008","France","Number","Males","Total","Accidents","13 815",""
"2008","France","Number","Males","Total","Transport accidents (V01-V99)","3 506",""
"2008","France","Number","Males","Total","Falls","2 836",""
"2008","France","Number","Males","Total","Accidental poisoning by and exposure to noxious substances","785",""
"2008","France","Number","Males","Total","Intentional self-harm","7 797",""
"2008","France","Number","Males","Total","Assault","347",""
"2008","France","Number","Males","Total","Event of undetermined intent","300",""
"2008","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","265 541",""
"2008","France","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","5 486",""
"2008","France","Number","Females","Total","Tuberculosis","310",""
"2008","France","Number","Females","Total","Meningococcal infection","17",""
"2008","France","Number","Females","Total","Viral hepatitis","359",""
"2008","France","Number","Females","Total","Human immunodeficiency virus [HIV] disease","180",""
"2008","France","Number","Females","Total","Neoplasms","66 897",""
"2008","France","Number","Females","Total","Malignant neoplasms (C00-C97)","63 494",""
"2008","France","Number","Females","Total","Malignant neoplasm of lip, oral cavity, pharynx","762",""
"2008","France","Number","Females","Total","Malignant neoplasm of oesophagus","776",""
"2008","France","Number","Females","Total","Malignant neoplasm of stomach","1 821",""
"2008","France","Number","Females","Total","Malignant neoplasm of colon","6 156",""
"2008","France","Number","Females","Total","Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal","1 959",""
"2008","France","Number","Females","Total","Malignant neoplasm of liver and intrahepatic bile ducts","2 119",""
"2008","France","Number","Females","Total","Malignant neoplasm of pancreas","4 404",""
"2008","France","Number","Females","Total","Malignant neoplasm of larynx,  trachea, bronchus and lung","7 043",""
"2008","France","Number","Females","Total","Malignant melanoma of skin","750",""
"2008","France","Number","Females","Total","Malignant neoplasm of breast","11 781",""
"2008","France","Number","Females","Total","Malignant neoplasm of cervix uteri","776",""
"2008","France","Number","Females","Total","Malignant neoplasm of other parts of uterus","2 434",""
"2008","France","Number","Females","Total","Malignant neoplasm of ovary","3 458",""
"2008","France","Number","Females","Total","Malignant neoplasm of prostate",":",""
"2008","France","Number","Females","Total","Malignant neoplasm of kidney, except renal pelvis","1 049",""
"2008","France","Number","Females","Total","Malignant neoplasm of bladder","1 177",""
"2008","France","Number","Females","Total","Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue","6 099",""
"2008","France","Number","Females","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","1 252",""
"2008","France","Number","Females","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","11 286",""
"2008","France","Number","Females","Total","Diabetes mellitus","6 098",""
"2008","France","Number","Females","Total","Mental and behavioural disorders (F00-F99)","9 962",""
"2008","France","Number","Females","Total","Mental and behavioural disorders due to use of alcohol","629",""
"2008","France","Number","Females","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","31",""
"2008","France","Number","Females","Total","Diseases of the nervous system and the sense organs (G00-H95)","18 698",""
"2008","France","Number","Females","Total","Meningitis","75",""
"2008","France","Number","Females","Total","Diseases of the circulatory system (I00-I99)","79 820",""
"2008","France","Number","Females","Total","Ischaemic heart diseases","16 464",""
"2008","France","Number","Females","Total","Other heart diseases (I30-I33, I39-I52)","26 136",""
"2008","France","Number","Females","Total","Cerebrovascular diseases","19 211",""
"2008","France","Number","Females","Total","Diseases of the respiratory system (J00-J99)","15 743",""
"2008","France","Number","Females","Total","Influenza","124",""
"2008","France","Number","Females","Total","Pneumonia","5 701",""
"2008","France","Number","Females","Total","Chronic lower respiratory diseases","3 483",""
"2008","France","Number","Females","Total","Asthma and status asthmaticus","613",""
"2008","France","Number","Females","Total","Diseases of the digestive system (K00-K93)","11 049",""
"2008","France","Number","Females","Total","Ulcer of stomach, duodenum and jejunum","448",""
"2008","France","Number","Females","Total","Chronic liver disease","2 234",""
"2008","France","Number","Females","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","1 124",""
"2008","France","Number","Females","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","2 399",""
"2008","France","Number","Females","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","505",""
"2008","France","Number","Females","Total","Diseases of the genitourinary system  (N00-N99)","4 676",""
"2008","France","Number","Females","Total","Diseases of kidney and ureter","3 606",""
"2008","France","Number","Females","Total","Pregnancy, childbirth and the puerperium (O00-O99)","64",""
"2008","France","Number","Females","Total","Certain conditions originating in the perinatal period (P00-P96)","695",""
"2008","France","Number","Females","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","740",""
"2008","France","Number","Females","Total","Congenital malformations of the nervous system","59",""
"2008","France","Number","Females","Total","Congenital malformations of the circulatory system","261",""
"2008","France","Number","Females","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","20 789",""
"2008","France","Number","Females","Total","Sudden infant death syndrome","109",""
"2008","France","Number","Females","Total","Ill-defined and unknown causes of mortality","6 305",""
"2008","France","Number","Females","Total","External causes of morbidity and mortality (V01-Y89)","14 861",""
"2008","France","Number","Females","Total","Accidents","11 051",""
"2008","France","Number","Females","Total","Transport accidents (V01-V99)","1 045",""
"2008","France","Number","Females","Total","Falls","2 815",""
"2008","France","Number","Females","Total","Accidental poisoning by and exposure to noxious substances","630",""
"2008","France","Number","Females","Total","Intentional self-harm","2 768",""
"2008","France","Number","Females","Total","Assault","166",""
"2008","France","Number","Females","Total","Event of undetermined intent","68",""
