company;company_id;business_account_name;business_account_id;campaign_id;campaign;creative_id;article_title;sponsored_update_text;sponsored_date;viral;impressions;clicks;likes;shares;comments;follows;total_revenue;Imps ;Clics;Social Actions;Social Actions 2;revenue;Campaign total Budget;creative link;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;113651171;01_US_Digital Customer Experience_CPM;26810671;Forbes | Why You Should Welcome Difficult Customers...;From Content Loop, powered by Capgemini, the only continuous source of business and technology news...;2014-03-03 06:47:09;sponsored;1;0;0;0;0;0;0,01996; 	1   ; 	-     ; 	-     ; 	-     ; $US	0,01 ; $US	12 000,00 ;http://www.content-loop.com/why-you-should-welcome-difficult-customers/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31989571;TNW | 12 things product managers should do in their first 30 days......;The Next Web | 12 things product managers should do in their first 30 days at a new company...;2014-07-28 08:44:11;sponsored;17743;100;4;2;0;1;408,06883; 	17 553   ; 	99   ; 	7   ; 	8   ; $US	300,88 ; $US	84 998,09 ;http://www.content-loop.com/12-things-product-managers-first-30-days-new-company/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31989571;TNW | 12 things product managers should do in their first 30 days......;The Next Web | 12 things product managers should do in their first 30 days at a new company...;2014-07-28 08:44:11;viral;431;13;1;0;0;0;0; 	431   ; 	13   ; 	1   ; 	1   ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/12-things-product-managers-first-30-days-new-company/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31813451;Fast Company | 70% Of Your Time At Work Is Wasted--How To Change That...;http://lnkd.in/d9_rEPA...;2014-07-28 08:44:11;sponsored;9752;48;3;1;0;1;234,00215; 	9 639   ; 	48   ; 	5   ; 	5   ; $US	172,35 ; $US	84 998,09 ;http://www.content-loop.com/70-time-work-wasted-change/?Autm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31813451;Fast Company | 70% Of Your Time At Work Is Wasted--How To Change That...;http://lnkd.in/d9_rEPA...;2014-07-28 08:44:11;viral;37;0;0;0;0;0;0; 	37   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/70-time-work-wasted-change/?Autm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31813371;Readwrite | Why Data Scientists Outearn The Rest Of Us By 113%...;http://lnkd.in/dkCU3z9...;2014-07-28 08:44:11;sponsored;6204;21;1;0;0;0;150,03469; 	6 108   ; 	21   ; 	1   ; 	2   ; $US	109,93 ; $US	84 998,09 ;http://www.content-loop.com/data-scientists-outearn-rest-us-113/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31813371;Readwrite | Why Data Scientists Outearn The Rest Of Us By 113%...;http://lnkd.in/dkCU3z9...;2014-07-28 08:44:11;viral;45;0;0;0;0;0;0; 	45   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/data-scientists-outearn-rest-us-113/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31813271;Fast Company | 9 Science-Backed Methods For More Productive Meetings...;Fast Company | 9 Science-Backed Methods For More Productive Meetings...;2014-07-28 08:44:11;sponsored;5967;16;0;0;0;1;145,19617; 	5 899   ; 	16   ; 	1   ; 	1   ; $US	106,81 ; $US	84 998,09 ;http://www.content-loop.com/9-science-backed-methods-productive-meetings/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808711;Fast Company | Jill Abramson's Smartest Career Advice For Young Women...;http://lnkd.in/d72saBg...;2014-07-28 08:44:11;sponsored;12671;61;3;1;0;6;302,12679; 	12 559   ; 	60   ; 	10   ; 	10   ; $US	223,03 ; $US	84 998,09 ;http://www.content-loop.com/jill-abramsons-smartest-career-advice-young-women/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808711;Fast Company | Jill Abramson's Smartest Career Advice For Young Women...;http://lnkd.in/d72saBg...;2014-07-28 08:44:11;viral;93;1;0;0;0;0;0; 	93   ; 	1   ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/jill-abramsons-smartest-career-advice-young-women/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808701;FastCo| 7 Inspiring Women - How They've Become Better Leaders With Age...;Fast Company | 7 Inspiring Women On How They've Become Better Leaders With Age...;2014-07-28 08:44:11;sponsored;10382;27;1;0;0;2;250,01494; 	10 263   ; 	28   ; 	3   ; 	3   ; $US	183,97 ; $US	84 998,09 ;http://www.content-loop.com/7-inspiring-women-theyve-become-better-leaders-age/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808701;FastCo| 7 Inspiring Women - How They've Become Better Leaders With Age...;Fast Company | 7 Inspiring Women On How They've Become Better Leaders With Age...;2014-07-28 08:44:11;viral;55;0;0;0;0;0;0; 	55   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/7-inspiring-women-theyve-become-better-leaders-age/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808691;Forbes | How Collaboration Intelligence Can Tell You Who Will Quit...;Forbes | How Collaboration Intelligence Can Tell You Who's Going to Quit...;2014-07-28 08:44:11;sponsored;77543;255;6;4;7;10;1910,50272; 	76 832   ; 	257   ; 	27   ; 	27   ; $US	1 408,71 ; $US	84 998,09 ;http://www.content-loop.com/collaboration-intelligence-can-tell-whos-going-quit/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808691;Forbes | How Collaboration Intelligence Can Tell You Who Will Quit...;Forbes | How Collaboration Intelligence Can Tell You Who's Going to Quit...;2014-07-28 08:44:11;viral;2231;10;1;0;0;0;0; 	2 231   ; 	10   ; 	1   ; 	1   ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/collaboration-intelligence-can-tell-whos-going-quit/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808681;LifeHacker | 9 Minutes a Day is the Magic Number for Personal Branding...;LifeHacker | 9 Minutes a Day is the Magic Number for Better Personal Branding...;2014-07-28 08:44:11;sponsored;355530;3218;90;20;16;72;8477,27862; 	351 676   ; 	3 178   ; 	198   ; 	208   ; $US	6 257,04 ; $US	84 998,09 ;http://www.content-loop.com/9-minutes-day-magic-number-better-personal-branding/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808681;LifeHacker | 9 Minutes a Day is the Magic Number for Personal Branding...;LifeHacker | 9 Minutes a Day is the Magic Number for Better Personal Branding...;2014-07-28 08:44:11;viral;9754;203;3;0;0;0;0; 	9 754   ; 	203   ; 	3   ; 	3   ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/9-minutes-day-magic-number-better-personal-branding/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808671;Fast Company | You're Probably Making These Five Mistakes At Work...;http://lnkd.in/dJGa_zj...;2014-07-28 08:44:11;sponsored;283180;2056;35;5;4;38;6514,83788; 	280 154   ; 	2 036   ; 	82   ; 	84   ; $US	4 805,39 ; $US	84 998,09 ;http://www.content-loop.com/youre-probably-making-five-mistakes-work/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;31808671;Fast Company | You're Probably Making These Five Mistakes At Work...;http://lnkd.in/dJGa_zj...;2014-07-28 08:44:11;viral;2570;125;0;0;0;0;0; 	2 570   ; 	125   ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/youre-probably-making-five-mistakes-work/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;22049193;LifeHacker | Why Business Cards Still Matter (and How to Effectively Use Yours)...;;2014-07-28 08:44:11;sponsored;1864;13;0;0;0;2;49,23585; 	1 864   ; 	13   ; 	2   ; 	2   ; $US	39,07 ; $US	84 998,09 ;http://bit.ly/1u7vJBl;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;22048723;ReadWrite | 3 Ways Android Lollipop's Default Encryption Won't Protect Your Phone Data...;;2014-07-28 08:44:11;sponsored;1708;5;0;0;0;0;45,09454; 	1 708   ; 	5   ; 	-     ; 	-     ; $US	35,78 ; $US	84 998,09 ;http://bit.ly/1pZ6BWf;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21993863;Fast Company | 4 Habits of People Who Follow Their Dreams...;;2014-07-28 08:44:11;sponsored;1817;8;1;1;0;0;48,33791; 	1 817   ; 	8   ; 	2   ; 	2   ; $US	38,35 ; $US	84 998,09 ;http://bit.ly/1FQdoM3;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21993863;Fast Company | 4 Habits of People Who Follow Their Dreams...;;2014-07-28 08:44:11;viral;50;1;0;0;0;0;0; 	50   ; 	1   ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://bit.ly/1FQdoM3;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21925953;Forbes | 'Where Are All The Girls?' Jill Abramson On Breaking......;Forbes | 'Where Are All The Girls?' Jill Abramson On Breaking Barriers For Young Women In Business...;2014-07-28 08:44:11;sponsored;1792;8;2;0;0;0;47,72103; 	1 792   ; 	8   ; 	2   ; 	2   ; $US	37,86 ; $US	84 998,09 ;http://www.content-loop.com/girls-jill-abramson-breaking-barriers-young-women-business/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21925953;Forbes | 'Where Are All The Girls?' Jill Abramson On Breaking......;Forbes | 'Where Are All The Girls?' Jill Abramson On Breaking Barriers For Young Women In Business...;2014-07-28 08:44:11;viral;103;2;0;0;0;0;0; 	103   ; 	2   ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/girls-jill-abramson-breaking-barriers-young-women-business/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21864513;FastCo | The Fascinating Evolution of Brogramming And The Fight To......;Fast Company | The Fascinating Evolution of Brogramming And The Fight To Get Women Back...;2014-07-28 08:44:11;sponsored;3675;2;0;1;0;0;94,906; 	3 645   ; 	2   ; 	1   ; 	1   ; $US	74,40 ; $US	84 998,09 ;http://www.content-loop.com/fascinating-evolution-brogramming-fight-get-women-back/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21864513;FastCo | The Fascinating Evolution of Brogramming And The Fight To......;Fast Company | The Fascinating Evolution of Brogramming And The Fight To Get Women Back...;2014-07-28 08:44:11;viral;44;0;0;0;0;0;0; 	44   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/fascinating-evolution-brogramming-fight-get-women-back/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21864473;Forbes | How Technology Is Creating New Sources Of Power...;http://lnkd.in/dMzBqjJ...;2014-07-28 08:44:11;sponsored;3755;4;1;0;0;1;96,79618; 	3 731   ; 	4   ; 	2   ; 	2   ; $US	76,08 ; $US	84 998,09 ;http://www.content-loop.com/technology-creating-new-sources-power/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21751743;Fast Co | 9 Different Definitions On The Meaning Of Work-Life Balance...;http://lnkd.in/dw5BYx4...;2014-07-28 08:44:11;sponsored;2180;2;0;0;0;0;52,54411; 	2 170   ; 	2   ; 	-     ; 	-     ; $US	41,29 ; $US	84 998,09 ;http://www.content-loop.com/9-different-definitions-meaning-work-life-balance/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21751693;MIT Tech Review | Can Apple Pay Do to Your Wallet What iTunes Did......;MIT Technology Review | Can Apple Pay Do to Your Wallet What iTunes Did for Music...;2014-07-28 08:44:11;sponsored;2046;2;0;0;0;1;49,43938; 	2 025   ; 	2   ; 	1   ; 	1   ; $US	38,62 ; $US	84 998,09 ;http://www.content-loop.com/can-apple-pay-wallet-itunes-music//?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21702253;ReadWrite | Which Is Best: Siri, Google Now, or Cortana?...;http://lnkd.in/dMHhVzk...;2014-07-28 08:44:11;sponsored;3325;5;0;0;0;0;80,42544; 	3 294   ; 	5   ; 	-     ; 	-     ; $US	62,79 ; $US	84 998,09 ;http://www.content-loop.com/best-siri-google-now-cortana/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21701803;ReadWrite | How To Protect Yourself Against Poodle Attack...;http://lnkd.in/dFeZStU...;2014-07-28 08:44:11;sponsored;3377;5;0;0;0;0;81,6644; 	3 345   ; 	5   ; 	-     ; 	-     ; $US	63,79 ; $US	84 998,09 ;http://www.content-loop.com/protect-poodle-attack/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21640813;MIT Technology Review | The Right Way to Fix the Internet...;http://lnkd.in/dPtW4A3...;2014-07-28 08:44:11;sponsored;6144;12;0;0;0;0;155,32371; 	6 045   ; 	12   ; 	-     ; 	-     ; $US	119,78 ; $US	84 998,09 ;http://www.content-loop.com/right-way-fix-internet/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21640653;FastCo | You Know Your Company Needs More Women, But Do You Know Why?...;http://lnkd.in/dG_SHB4...;2014-07-28 08:44:11;sponsored;6250;13;0;0;2;1;157,7781; 	6 157   ; 	13   ; 	3   ; 	3   ; $US	121,87 ; $US	84 998,09 ;http://www.content-loop.com/know-company-needs-women-know/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21640653;FastCo | You Know Your Company Needs More Women, But Do You Know Why?...;http://lnkd.in/dG_SHB4...;2014-07-28 08:44:11;viral;151;2;0;0;0;0;0; 	151   ; 	2   ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/know-company-needs-women-know/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21598303;FastCo | Why Are Women Leaving Science, Engineering, And Tech Jobs?...;Fast Company | Why Are Women Leaving Science, Engineering, And Tech Jobs?...;2014-07-28 08:44:11;sponsored;1997;5;2;0;0;0;53,78424; 	1 974   ; 	5   ; 	2   ; 	2   ; $US	41,54 ; $US	84 998,09 ;http://www.content-loop.com/women-leaving-science-engineering-tech-jobs/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21598303;FastCo | Why Are Women Leaving Science, Engineering, And Tech Jobs?...;Fast Company | Why Are Women Leaving Science, Engineering, And Tech Jobs?...;2014-07-28 08:44:11;viral;23;0;0;0;0;0;0; 	23   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/women-leaving-science-engineering-tech-jobs/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21597903;ReadWrite | Android Lollipop Isn't Kids Play: The OS Is All Grown Up.....;ReadWrite | Android Lollipop Isn't Kids Play: The OS Is All Grown Up Now...;2014-07-28 08:44:11;sponsored;1705;2;0;0;0;0;45,4715; 	1 693   ; 	2   ; 	-     ; 	-     ; $US	35,28 ; $US	84 998,09 ;http://www.content-loop.com/android-lollipop-isnt-kids-play-os-grown-now/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21415753;"LifeHacker | Why Your Privacy Matters, Even If You're Not ""Doing......";"LifeHacker | Why Your Privacy Matters, Even If You're Not ""Doing Anything Wrong""...";2014-07-28 08:44:11;sponsored;1917;6;1;0;0;0;51,83985; 	1 905   ; 	6   ; 	1   ; 	1   ; $US	40,26 ; $US	84 998,09 ;http://www.content-loop.com/privacy-matters-even-youre-anything-wrong/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21415693;Fast Company | Why A Week Of Saying No Wasn't That Hard...;Fast Company | Why A Week Of Saying No Wasn't That Hard...;2014-07-28 08:44:11;sponsored;1981;8;0;1;0;1;52,86003; 	1 961   ; 	8   ; 	2   ; 	1   ; $US	40,94 ; $US	84 998,09 ;http://www.content-loop.com/week-saying-wasnt-hard/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21337213;The Next Web | Successful people start before they feel ready...;The Next Web | Successful people start before they feel ready...;2014-07-28 08:44:11;sponsored;23035;197;17;4;4;3;588,09626; 	22 723   ; 	192   ; 	28   ; 	28   ; $US	456,12 ; $US	84 998,09 ;http://www.content-loop.com/successful-people-start-feel-ready/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21337213;The Next Web | Successful people start before they feel ready...;The Next Web | Successful people start before they feel ready...;2014-07-28 08:44:11;viral;1254;23;1;0;1;0;0; 	1 254   ; 	23   ; 	2   ; 	2   ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/successful-people-start-feel-ready/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21303673;Forbes | Brainstorming Doesn't Work -- Do This Instead...;http://lnkd.in/dg6XrDy...;2014-07-28 08:44:11;sponsored;9706;68;1;3;1;1;245,06499; 	9 543   ; 	68   ; 	6   ; 	6   ; $US	189,56 ; $US	84 998,09 ;http://www.content-loop.com/brainstorming-doesnt-work-instead/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21303673;Forbes | Brainstorming Doesn't Work -- Do This Instead...;http://lnkd.in/dg6XrDy...;2014-07-28 08:44:11;viral;548;9;1;0;1;0;0; 	548   ; 	9   ; 	2   ; 	2   ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/brainstorming-doesnt-work-instead/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21303623;TNW | The art of rejection: How to win respect at work by saying......;The Next Web | The art of rejection: How to win respect at work by saying......;2014-07-28 08:44:11;sponsored;9883;65;5;0;1;1;249,40106; 	9 727   ; 	62   ; 	7   ; 	7   ; $US	193,16 ; $US	84 998,09 ;http://www.content-loop.com/art-rejection-win-respect-work-saying-often/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21303623;TNW | The art of rejection: How to win respect at work by saying......;The Next Web | The art of rejection: How to win respect at work by saying......;2014-07-28 08:44:11;viral;697;5;0;0;1;0;0; 	697   ; 	5   ; 	1   ; 	1   ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/art-rejection-win-respect-work-saying-often/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21303583;ReadWrite | Microsoft CEO Satya Nadella to Women: Don't Ask For A......;ReadWrite | Microsoft CEO Satya Nadella to Women: Don't Ask For A Raise, Trust Karma...;2014-07-28 08:44:11;sponsored;3295;10;0;0;0;0;84,35896; 	3 251   ; 	10   ; 	-     ; 	1   ; $US	65,25 ; $US	84 998,09 ;http://www.content-loop.com/microsoft-ceo-satya-nadella-women-dont-ask-raise-trust-karma/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
capgemini;157240;Capgemini_Yearlong_Renewal_HMI_INT_2014 // 4438774;500669025;116747831;04Bis 2_UK_Dir+_Csize 500+_CPM;21303583;ReadWrite | Microsoft CEO Satya Nadella to Women: Don't Ask For A......;ReadWrite | Microsoft CEO Satya Nadella to Women: Don't Ask For A Raise, Trust Karma...;2014-07-28 08:44:11;viral;92;0;0;0;0;0;0; 	92   ; 	-     ; 	-     ; 	-     ; $US	-   ; $US	84 998,09 ;http://www.content-loop.com/microsoft-ceo-satya-nadella-women-dont-ask-raise-trust-karma/?utm_source=LinkedIn&utm_medium=status_update&utm_campaign=Capgemini_Yearlong_HMI_INT_2013;;;
