DEPARTEMENT,SPECIALISTES,ANATOMIE,ANESTHESIE,BIOLOGIE,CARDIOLOGIE,CHIRURGIE,STOMATOLOGIE,TRAUMATOLOGIE,CHIR_INFANT,CHIR_PLASTIQUE,CHIR_CARDIO,CHIR_UROLOGIQUE,CHIR_VASCULAIRE,CHIR_DISGESTIVE,DERMATOLOGIE,ENDOCRINOLOGIE,GENETIQUE,GERIATRIE,GYNECOLOGIE,OBSTETRIQUE,HEMATOLOGIE,HEPATOLOGIE,MEDECINE_NUCLEAIRE,READAPTATION,NEPHROLOGIE,NEURO_CHIRURGIE,NEUROLOGIE,ORL,ONCOLOGIE,OPHTALMOLOGIE,PEDIATRIE,PNEUMOLOGIE,PSYCHIATRIE,RADIOLOGIE,RADIO_THERAPIE,REANIMATION,RHUMATOLOGIE,SPECIALITE,DEPASSEMENT
LOT,117.0,0.0,11.4,0.6,9.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,1.7,2.3,1.7,2.9,0.0,2.9,5.2,9.0,0.0,5.7,0.0,1.1,1.7,0.0,3.4,3.4,0.0,4.6,30.5,3.4,18.8,8.6,0.6,0.6,4.0,ANATOMIE,
LOT,117.0,0.0,11.4,0.6,9.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,1.7,2.3,1.7,2.9,0.0,2.9,5.2,9.0,0.0,5.7,0.0,1.1,1.7,0.0,3.4,3.4,0.0,4.6,30.5,3.4,18.8,8.6,0.6,0.6,4.0,ENDOCRINOLOGIE,303.0
LOT,117.0,0.0,11.4,0.6,9.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,1.7,2.3,1.7,2.9,0.0,2.9,5.2,9.0,0.0,5.7,0.0,1.1,1.7,0.0,3.4,3.4,0.0,4.6,30.5,3.4,18.8,8.6,0.6,0.6,4.0,GERIATRIE,21.0
LOT,117.0,0.0,11.4,0.6,9.7,2.9,0.0,2.9,0.0,0.0,0.0,0.0,1.7,2.3,1.7,2.9,0.0,2.9,5.2,9.0,0.0,5.7,0.0,1.1,1.7,0.0,3.4,3.4,0.0,4.6,30.5,3.4,18.8,8.6,0.6,0.6,4.0,BIOLOGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,ANESTHESIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,REANIMATION,21.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CARDIOLOGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIR_INFANT,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,STOMATOLOGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIR_PLASTIQUE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIR_CARDIO,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIR_VASCULAIRE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIR_DISGESTIVE,6.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIRURGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,NEURO_CHIRURGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,CHIR_UROLOGIQUE,18.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,TRAUMATOLOGIE,5.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,DERMATOLOGIE,17.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,MEDECINE_NUCLEAIRE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,RADIO_THERAPIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,RADIOLOGIE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,GYNECOLOGIE,16.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,OBSTETRIQUE,15.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,HEPATOLOGIE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,HEMATOLOGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,ONCOLOGIE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,MEDECINE_INTERNE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,ORL,93.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,GENETIQUE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,PEDIATRIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,PNEUMOLOGIE,45.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,RHUMATOLOGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,OPHTALMOLOGIE,18.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,READAPTATION,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,NEUROLOGIE,
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,PSYCHIATRIE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,NEPHROLOGIE,19.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,ANATOMIE,0.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,ENDOCRINOLOGIE,21.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,GERIATRIE,16.0
LOT-ET-GARONNE,122.5,0.0,12.3,3.3,7.8,2.4,1.8,4.2,0.0,0.0,0.3,1.2,0.9,3.9,3.9,2.1,0.0,2.4,12.4,6.9,0.3,3.9,0.3,1.5,0.9,0.0,1.8,2.1,0.0,7.8,32.8,3.9,15.0,9.3,0.9,0.0,2.1,BIOLOGIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,ANESTHESIE,6.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,REANIMATION,84.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CARDIOLOGIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIR_INFANT,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,STOMATOLOGIE,98.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIR_PLASTIQUE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIR_CARDIO,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIR_VASCULAIRE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIR_DISGESTIVE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIRURGIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,NEURO_CHIRURGIE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,CHIR_UROLOGIQUE,17.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,TRAUMATOLOGIE,105.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,DERMATOLOGIE,26.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,MEDECINE_NUCLEAIRE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,RADIO_THERAPIE,40.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,RADIOLOGIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,GYNECOLOGIE,23.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,OBSTETRIQUE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,HEPATOLOGIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,HEMATOLOGIE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,ONCOLOGIE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,MEDECINE_INTERNE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,ORL,21.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,GENETIQUE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,PEDIATRIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,PNEUMOLOGIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,RHUMATOLOGIE,10.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,OPHTALMOLOGIE,11.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,READAPTATION,10.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,NEUROLOGIE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,PSYCHIATRIE,20.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,NEPHROLOGIE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,ANATOMIE,0.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,ENDOCRINOLOGIE,58.0
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,GERIATRIE,
LOZERE,98.5,0.0,13.0,0.0,5.2,1.3,0.0,3.9,0.0,0.0,1.3,1.3,0.0,3.9,1.3,0.0,0.0,2.6,3.1,15.5,0.0,1.3,0.0,3.9,0.0,0.0,0.0,1.3,1.3,3.9,32.3,2.6,22.0,6.5,0.0,0.0,0.0,BIOLOGIE,
MAINE-ET-LOIRE,160.9,0.0,17.0,4.9,7.8,4.7,1.8,5.2,0.5,0.4,0.8,1.6,1.0,1.9,5.2,2.6,0.4,2.0,6.9,15.7,1.1,5.5,1.1,2.3,2.6,1.0,3.9,3.6,1.4,7.4,52.0,3.8,18.1,8.8,1.1,0.4,3.4,ANESTHESIE,
